date,type,frontiere,valeur
2020-11-01,Importations,Grande-Bretagne,-0.08134016
2020-12-01,Importations,Grande-Bretagne,-0.089317025
2021-01-01,Importations,Grande-Bretagne,-0.037983635
2021-02-01,Importations,Grande-Bretagne,-0.062934
2021-03-01,Importations,Grande-Bretagne,-0.070128
2021-04-01,Importations,Grande-Bretagne,-0.157621535
2021-05-01,Importations,Grande-Bretagne,-0.018209
2021-06-01,Importations,Grande-Bretagne,
2021-07-01,Importations,Grande-Bretagne,
2021-08-01,Importations,Grande-Bretagne,-6.9e-05
2021-09-01,Importations,Grande-Bretagne,-0.008616
2021-10-01,Importations,Grande-Bretagne,-0.116419
2021-11-01,Importations,Grande-Bretagne,-0.514692
2021-12-01,Importations,Grande-Bretagne,-0.526625
2022-01-01,Importations,Grande-Bretagne,-0.427103
2022-02-01,Importations,Grande-Bretagne,-0.271542
2022-03-01,Importations,Grande-Bretagne,-0.334665
2022-04-01,Importations,Grande-Bretagne,-0.751867635
2022-05-01,Importations,Grande-Bretagne,-1.249755
2022-06-01,Importations,Grande-Bretagne,-1.554596985
2022-07-01,Importations,Grande-Bretagne,-1.823715
2022-08-01,Importations,Grande-Bretagne,-1.236193
2022-09-01,Importations,Grande-Bretagne,-1.52970743
2022-10-01,Importations,Grande-Bretagne,-1.371211
2022-11-01,Importations,Grande-Bretagne,-1.514756
2022-12-01,Importations,Grande-Bretagne,-0.556543415
2023-01-01,Importations,Grande-Bretagne,-0.445107675
2023-02-01,Importations,Grande-Bretagne,-0.302674
2023-03-01,Importations,Grande-Bretagne,-0.26262
2023-04-01,Importations,Grande-Bretagne,-0.189594965
2023-05-01,Importations,Grande-Bretagne,-0.001484
2023-06-01,Importations,Grande-Bretagne,-0.029937
2023-07-01,Importations,Grande-Bretagne,-0.33939934
2023-08-01,Importations,Grande-Bretagne,-0.214249
2023-09-01,Importations,Grande-Bretagne,-0.237983
2023-10-01,Importations,Grande-Bretagne,-0.215304
2023-11-01,Importations,Grande-Bretagne,-0.048263
2023-12-01,Importations,Grande-Bretagne,-0.222259
2024-01-01,Importations,Grande-Bretagne,-0.24351
2024-02-01,Importations,Grande-Bretagne,-0.055892
2024-03-01,Importations,Grande-Bretagne,-0.003627
2024-04-01,Importations,Grande-Bretagne,-0.009638
2024-05-01,Importations,Grande-Bretagne,
2024-06-01,Importations,Grande-Bretagne,-0.005352
2024-07-01,Importations,Grande-Bretagne,-0.017288
2024-08-01,Importations,Grande-Bretagne,-0.07832726
2024-09-01,Importations,Grande-Bretagne,-0.006441
2024-10-01,Importations,Grande-Bretagne,-0.004568
2024-11-01,Importations,Grande-Bretagne,-0.041168
2024-12-01,Importations,Grande-Bretagne,-0.300692
2025-01-01,Importations,Grande-Bretagne,-0.201231
2025-02-01,Importations,Grande-Bretagne,-0.136844
2025-03-01,Importations,Grande-Bretagne,-0.013887
2025-04-01,Importations,Grande-Bretagne,-2.1e-05
2025-05-01,Importations,Grande-Bretagne,-0.036588
2025-06-01,Importations,Grande-Bretagne,-0.057091
2025-07-01,Importations,Grande-Bretagne,-0.039873
2025-08-01,Importations,Grande-Bretagne,-0.018952
2025-09-01,Importations,Grande-Bretagne,-0.012944
2005-01-01,Solde,Grande-Bretagne,0.761446
2005-02-01,Solde,Grande-Bretagne,0.4076645
2005-03-01,Solde,Grande-Bretagne,0.735748
2005-04-01,Solde,Grande-Bretagne,0.77843
2005-05-01,Solde,Grande-Bretagne,1.0918155
2005-06-01,Solde,Grande-Bretagne,0.7320295
2005-07-01,Solde,Grande-Bretagne,0.791513
2005-08-01,Solde,Grande-Bretagne,1.219967
2005-09-01,Solde,Grande-Bretagne,0.6111265
2005-10-01,Solde,Grande-Bretagne,1.111934
2005-11-01,Solde,Grande-Bretagne,1.211185
2005-12-01,Solde,Grande-Bretagne,1.092794
2006-01-01,Solde,Grande-Bretagne,0.8710505
2006-02-01,Solde,Grande-Bretagne,0.407779
2006-03-01,Solde,Grande-Bretagne,1.059912
2006-04-01,Solde,Grande-Bretagne,1.374324
2006-05-01,Solde,Grande-Bretagne,1.297429
2006-06-01,Solde,Grande-Bretagne,0.6159515
2006-07-01,Solde,Grande-Bretagne,0.6565105
2006-08-01,Solde,Grande-Bretagne,0.9269275
2006-09-01,Solde,Grande-Bretagne,0.558794
2006-10-01,Solde,Grande-Bretagne,0.8956525
2006-11-01,Solde,Grande-Bretagne,0.859448
2006-12-01,Solde,Grande-Bretagne,0.3280995
2007-01-01,Solde,Grande-Bretagne,0.388572
2007-02-01,Solde,Grande-Bretagne,0.322543
2007-03-01,Solde,Grande-Bretagne,0.688416
2007-04-01,Solde,Grande-Bretagne,0.112633
2007-05-01,Solde,Grande-Bretagne,0.503312
2007-06-01,Solde,Grande-Bretagne,0.9021025
2007-07-01,Solde,Grande-Bretagne,1.0001685
2007-08-01,Solde,Grande-Bretagne,1.2227135
2007-09-01,Solde,Grande-Bretagne,0.9290695
2007-10-01,Solde,Grande-Bretagne,0.3870655135
2007-11-01,Solde,Grande-Bretagne,-0.3521167595
2007-12-01,Solde,Grande-Bretagne,-0.1452114405
2008-01-01,Solde,Grande-Bretagne,0.94562864
2008-02-01,Solde,Grande-Bretagne,0.789225615
2008-03-01,Solde,Grande-Bretagne,0.741796678
2008-04-01,Solde,Grande-Bretagne,0.9678759965
2008-05-01,Solde,Grande-Bretagne,1.4494975025
2008-06-01,Solde,Grande-Bretagne,1.2789292185
2008-07-01,Solde,Grande-Bretagne,1.392808845
2008-08-01,Solde,Grande-Bretagne,1.2971206285
2008-09-01,Solde,Grande-Bretagne,1.1443973885
2008-10-01,Solde,Grande-Bretagne,0.561562316
2008-11-01,Solde,Grande-Bretagne,0.5306733985
2008-12-01,Solde,Grande-Bretagne,0.234696323
2009-01-01,Solde,Grande-Bretagne,0.088818227
2009-02-01,Solde,Grande-Bretagne,0.2204816905
2009-03-01,Solde,Grande-Bretagne,0.3407316335
2009-04-01,Solde,Grande-Bretagne,0.898939086
2009-05-01,Solde,Grande-Bretagne,1.283149767
2009-06-01,Solde,Grande-Bretagne,0.748960205
2009-07-01,Solde,Grande-Bretagne,0.767416974
2009-08-01,Solde,Grande-Bretagne,0.441567372
2009-09-01,Solde,Grande-Bretagne,-0.1648462925
2009-10-01,Solde,Grande-Bretagne,-0.6638739925
2009-11-01,Solde,Grande-Bretagne,-0.297976
2009-12-01,Solde,Grande-Bretagne,-0.2687285
2010-01-01,Solde,Grande-Bretagne,-0.6524044885
2010-02-01,Solde,Grande-Bretagne,-0.496434496
2010-03-01,Solde,Grande-Bretagne,-0.36491494
2010-04-01,Solde,Grande-Bretagne,0.0667404985
2010-05-01,Solde,Grande-Bretagne,0.4860044935
2010-06-01,Solde,Grande-Bretagne,0.979009995
2010-07-01,Solde,Grande-Bretagne,1.012112
2010-08-01,Solde,Grande-Bretagne,1.2931405
2010-09-01,Solde,Grande-Bretagne,0.4729129135
2010-10-01,Solde,Grande-Bretagne,-0.3524860065
2010-11-01,Solde,Grande-Bretagne,0.194997999
2010-12-01,Solde,Grande-Bretagne,0.387095033
2011-01-01,Solde,Grande-Bretagne,0.5194666115
2011-02-01,Solde,Grande-Bretagne,0.2701158275
2011-03-01,Solde,Grande-Bretagne,0.3817775095
2011-04-01,Solde,Grande-Bretagne,0.455196308
2011-05-01,Solde,Grande-Bretagne,0.2022895655
2011-06-01,Solde,Grande-Bretagne,0.5612939715
2011-07-01,Solde,Grande-Bretagne,0.665606554
2011-08-01,Solde,Grande-Bretagne,0.598639312
2011-09-01,Solde,Grande-Bretagne,0.321448361
2011-10-01,Solde,Grande-Bretagne,0.1091195925
2011-11-01,Solde,Grande-Bretagne,-0.049556075
2011-12-01,Solde,Grande-Bretagne,0.766059147
2012-01-01,Solde,Grande-Bretagne,0.929303673
2012-02-01,Solde,Grande-Bretagne,-0.7978180315
2012-03-01,Solde,Grande-Bretagne,0.583604254
2012-04-01,Solde,Grande-Bretagne,0.546361663
2012-05-01,Solde,Grande-Bretagne,0.6932718965
2012-06-01,Solde,Grande-Bretagne,0.447813667
2012-07-01,Solde,Grande-Bretagne,0.822291998
2012-08-01,Solde,Grande-Bretagne,0.948120036
2012-09-01,Solde,Grande-Bretagne,1.0112736035
2012-10-01,Solde,Grande-Bretagne,0.1829300935
2012-11-01,Solde,Grande-Bretagne,0.597850326
2012-12-01,Solde,Grande-Bretagne,0.5288427255
2013-01-01,Solde,Grande-Bretagne,0.493279824
2013-02-01,Solde,Grande-Bretagne,0.4646922485
2013-03-01,Solde,Grande-Bretagne,0.5659233405
2013-04-01,Solde,Grande-Bretagne,0.8188275675
2013-05-01,Solde,Grande-Bretagne,1.073389904
2013-06-01,Solde,Grande-Bretagne,0.9276508645
2013-07-01,Solde,Grande-Bretagne,1.401322102
2013-08-01,Solde,Grande-Bretagne,1.198332102
2013-09-01,Solde,Grande-Bretagne,1.171319108
2013-10-01,Solde,Grande-Bretagne,0.877987418
2013-11-01,Solde,Grande-Bretagne,0.949001877
2013-12-01,Solde,Grande-Bretagne,0.5347008055
2014-01-01,Solde,Grande-Bretagne,1.4051344145
2014-02-01,Solde,Grande-Bretagne,1.278566
2014-03-01,Solde,Grande-Bretagne,0.9793215
2014-04-01,Solde,Grande-Bretagne,1.307505
2014-05-01,Solde,Grande-Bretagne,1.417551
2014-06-01,Solde,Grande-Bretagne,1.075824
2014-07-01,Solde,Grande-Bretagne,1.4172685
2014-08-01,Solde,Grande-Bretagne,1.4296235
2014-09-01,Solde,Grande-Bretagne,1.2683467155
2014-10-01,Solde,Grande-Bretagne,0.937312866
2014-11-01,Solde,Grande-Bretagne,1.362764412
2014-12-01,Solde,Grande-Bretagne,1.2634263175
2015-01-01,Solde,Grande-Bretagne,1.0818160145
2015-02-01,Solde,Grande-Bretagne,1.0069865535
2015-03-01,Solde,Grande-Bretagne,1.1532125355
2015-04-01,Solde,Grande-Bretagne,1.3106723375
2015-05-01,Solde,Grande-Bretagne,1.4039943625
2015-06-01,Solde,Grande-Bretagne,1.3200278665
2015-07-01,Solde,Grande-Bretagne,1.3663693295
2015-08-01,Solde,Grande-Bretagne,1.3423345355
2015-09-01,Solde,Grande-Bretagne,1.3454105115
2015-10-01,Solde,Grande-Bretagne,0.831973404
2015-11-01,Solde,Grande-Bretagne,0.8281020825
2015-12-01,Solde,Grande-Bretagne,1.059238273
2016-01-01,Solde,Grande-Bretagne,1.14815394
2016-02-01,Solde,Grande-Bretagne,1.344846328
2016-03-01,Solde,Grande-Bretagne,1.450347439
2016-04-01,Solde,Grande-Bretagne,1.124984928
2016-05-01,Solde,Grande-Bretagne,1.359181469
2016-06-01,Solde,Grande-Bretagne,1.2264668285
2016-07-01,Solde,Grande-Bretagne,1.1222863365
2016-08-01,Solde,Grande-Bretagne,1.0749512745
2016-09-01,Solde,Grande-Bretagne,0.4872277295
2016-10-01,Solde,Grande-Bretagne,-0.117020892
2016-11-01,Solde,Grande-Bretagne,-0.0431317115
2016-12-01,Solde,Grande-Bretagne,-0.1507190125
2017-01-01,Solde,Grande-Bretagne,-0.4412162745
2017-02-01,Solde,Grande-Bretagne,0.4076605565
2017-03-01,Solde,Grande-Bretagne,1.3066680705
2017-04-01,Solde,Grande-Bretagne,1.303454079
2017-05-01,Solde,Grande-Bretagne,1.215229287
2017-06-01,Solde,Grande-Bretagne,0.8837577035
2017-07-01,Solde,Grande-Bretagne,1.2059574135
2017-08-01,Solde,Grande-Bretagne,1.1891691725
2017-09-01,Solde,Grande-Bretagne,0.8242886955
2017-10-01,Solde,Grande-Bretagne,0.1601737525
2017-11-01,Solde,Grande-Bretagne,-0.399821974
2017-12-01,Solde,Grande-Bretagne,0.2950536335
2018-01-01,Solde,Grande-Bretagne,1.426148
2018-02-01,Solde,Grande-Bretagne,1.0688739805
2018-03-01,Solde,Grande-Bretagne,1.094176318
2018-04-01,Solde,Grande-Bretagne,1.030874
2018-05-01,Solde,Grande-Bretagne,1.297547408
2018-06-01,Solde,Grande-Bretagne,1.057848844
2018-07-01,Solde,Grande-Bretagne,1.300438893
2018-08-01,Solde,Grande-Bretagne,1.141370757
2018-09-01,Solde,Grande-Bretagne,0.8704188305
2018-10-01,Solde,Grande-Bretagne,0.7657278015
2018-11-01,Solde,Grande-Bretagne,0.701841909
2018-12-01,Solde,Grande-Bretagne,1.2303410505
2019-01-01,Solde,Grande-Bretagne,0.974321242
2019-02-01,Solde,Grande-Bretagne,1.231037316
2019-03-01,Solde,Grande-Bretagne,1.371387
2019-04-01,Solde,Grande-Bretagne,0.6551112765
2019-05-01,Solde,Grande-Bretagne,1.144777
2019-06-01,Solde,Grande-Bretagne,0.851874681
2019-07-01,Solde,Grande-Bretagne,0.965563847
2019-08-01,Solde,Grande-Bretagne,0.8989538685
2019-09-01,Solde,Grande-Bretagne,0.7619599845
2019-10-01,Solde,Grande-Bretagne,0.5738712135
2019-11-01,Solde,Grande-Bretagne,0.8866955785
2019-12-01,Solde,Grande-Bretagne,0.9202610295
2020-01-01,Solde,Grande-Bretagne,0.759882772
2020-02-01,Solde,Grande-Bretagne,1.0961200475
2020-03-01,Solde,Grande-Bretagne,1.22824842
2020-04-01,Solde,Grande-Bretagne,0.9353904695
2020-05-01,Solde,Grande-Bretagne,0.8638408345
2020-06-01,Solde,Grande-Bretagne,0.4968390855
2020-07-01,Solde,Grande-Bretagne,-0.2446834955
2020-08-01,Solde,Grande-Bretagne,0.655322048
2020-09-01,Solde,Grande-Bretagne,0.1711794125
2020-10-01,Solde,Grande-Bretagne,0.909336085
2020-11-01,Solde,Grande-Bretagne,0.987779595
2020-12-01,Solde,Grande-Bretagne,0.906532415
2021-01-01,Solde,Grande-Bretagne,1.36647178
2021-02-01,Solde,Grande-Bretagne,1.375387735
2021-03-01,Solde,Grande-Bretagne,1.50984602
2021-04-01,Solde,Grande-Bretagne,1.30123562
2021-05-01,Solde,Grande-Bretagne,1.734137
2021-06-01,Solde,Grande-Bretagne,1.74537975
2021-07-01,Solde,Grande-Bretagne,1.907312
2021-08-01,Solde,Grande-Bretagne,1.87828749
2021-09-01,Solde,Grande-Bretagne,1.114797
2021-10-01,Solde,Grande-Bretagne,0.464142
2021-11-01,Solde,Grande-Bretagne,-0.160464
2021-12-01,Solde,Grande-Bretagne,-0.12955
2022-01-01,Solde,Grande-Bretagne,0.06551731
2022-02-01,Solde,Grande-Bretagne,0.229816
2022-03-01,Solde,Grande-Bretagne,-0.001795
2022-04-01,Solde,Grande-Bretagne,-0.619123635
2022-05-01,Solde,Grande-Bretagne,-1.183934
2022-06-01,Solde,Grande-Bretagne,-1.541858985
2022-07-01,Solde,Grande-Bretagne,-1.817618
2022-08-01,Solde,Grande-Bretagne,-1.137278
2022-09-01,Solde,Grande-Bretagne,-1.48416643
2022-10-01,Solde,Grande-Bretagne,-1.314039
2022-11-01,Solde,Grande-Bretagne,-1.36639359
2022-12-01,Solde,Grande-Bretagne,0.233693645
2023-01-01,Solde,Grande-Bretagne,0.712097325
2023-02-01,Solde,Grande-Bretagne,0.849741
2023-03-01,Solde,Grande-Bretagne,1.301385
2023-04-01,Solde,Grande-Bretagne,1.068335465
2023-05-01,Solde,Grande-Bretagne,2.247345
2023-06-01,Solde,Grande-Bretagne,1.359953
2023-07-01,Solde,Grande-Bretagne,0.6634042
2023-08-01,Solde,Grande-Bretagne,0.865945
2023-09-01,Solde,Grande-Bretagne,0.74819743
2023-10-01,Solde,Grande-Bretagne,1.168589
2023-11-01,Solde,Grande-Bretagne,1.41859818
2023-12-01,Solde,Grande-Bretagne,0.862177
2024-01-01,Solde,Grande-Bretagne,0.942287
2024-02-01,Solde,Grande-Bretagne,1.584181
2024-03-01,Solde,Grande-Bretagne,2.421531
2024-04-01,Solde,Grande-Bretagne,1.972826
2024-05-01,Solde,Grande-Bretagne,2.255695
2024-06-01,Solde,Grande-Bretagne,2.408766
2024-07-01,Solde,Grande-Bretagne,2.450935
2024-08-01,Solde,Grande-Bretagne,1.72432827
2024-09-01,Solde,Grande-Bretagne,1.388122
2024-10-01,Solde,Grande-Bretagne,0.856811
2024-11-01,Solde,Grande-Bretagne,1.2159786
2024-12-01,Solde,Grande-Bretagne,0.859567
2025-01-01,Solde,Grande-Bretagne,1.121327
2025-02-01,Solde,Grande-Bretagne,1.088512
2025-03-01,Solde,Grande-Bretagne,2.491603
2025-04-01,Solde,Grande-Bretagne,2.137141
2025-05-01,Solde,Grande-Bretagne,2.049537
2025-06-01,Solde,Grande-Bretagne,1.57606298
2025-07-01,Solde,Grande-Bretagne,2.40033223
2025-08-01,Solde,Grande-Bretagne,2.542062
2025-09-01,Solde,Grande-Bretagne,2.007652
2005-01-01,Exportations,Espagne,0.925298
2005-02-01,Exportations,Espagne,0.714921
2005-03-01,Exportations,Espagne,0.597381
2005-04-01,Exportations,Espagne,0.609299
2005-05-01,Exportations,Espagne,0.800994
2005-06-01,Exportations,Espagne,0.675618
2005-07-01,Exportations,Espagne,0.583077
2005-08-01,Exportations,Espagne,0.548305
2005-09-01,Exportations,Espagne,0.343668
2005-10-01,Exportations,Espagne,0.327893
2005-11-01,Exportations,Espagne,0.22156
2005-12-01,Exportations,Espagne,0.287525
2006-01-01,Exportations,Espagne,0.476231
2006-02-01,Exportations,Espagne,0.250691
2006-03-01,Exportations,Espagne,0.076851
2006-04-01,Exportations,Espagne,0.459674
2006-05-01,Exportations,Espagne,0.674849
2006-06-01,Exportations,Espagne,0.518423
2006-07-01,Exportations,Espagne,0.310931
2006-08-01,Exportations,Espagne,0.641876
2006-09-01,Exportations,Espagne,0.637656
2006-10-01,Exportations,Espagne,0.549185
2006-11-01,Exportations,Espagne,0.25525
2006-12-01,Exportations,Espagne,0.193215
2007-01-01,Exportations,Espagne,0.664806
2007-02-01,Exportations,Espagne,0.48421
2007-03-01,Exportations,Espagne,0.627192
2007-04-01,Exportations,Espagne,0.645553
2007-05-01,Exportations,Espagne,0.49988
2007-06-01,Exportations,Espagne,0.641975
2007-07-01,Exportations,Espagne,0.637015
2007-08-01,Exportations,Espagne,0.692601
2007-09-01,Exportations,Espagne,0.386384
2007-10-01,Exportations,Espagne,0.168493
2007-11-01,Exportations,Espagne,0.071541
2007-12-01,Exportations,Espagne,0.341794
2008-01-01,Exportations,Espagne,0.553943
2008-02-01,Exportations,Espagne,0.507753
2008-03-01,Exportations,Espagne,0.251347
2008-04-01,Exportations,Espagne,0.147091
2008-05-01,Exportations,Espagne,0.430831
2008-06-01,Exportations,Espagne,0.206292
2008-07-01,Exportations,Espagne,0.364615
2008-08-01,Exportations,Espagne,0.349053
2008-09-01,Exportations,Espagne,0.21763
2008-10-01,Exportations,Espagne,0.155849
2008-11-01,Exportations,Espagne,0.306496
2008-12-01,Exportations,Espagne,0.326345
2009-01-01,Exportations,Espagne,0.128584
2009-02-01,Exportations,Espagne,0.085952
2009-03-01,Exportations,Espagne,0.373776
2009-04-01,Exportations,Espagne,0.460236
2009-05-01,Exportations,Espagne,0.609175
2009-06-01,Exportations,Espagne,0.36924
2009-07-01,Exportations,Espagne,0.339274
2009-08-01,Exportations,Espagne,0.243889
2009-09-01,Exportations,Espagne,0.175684
2009-10-01,Exportations,Espagne,0.086476
2009-11-01,Exportations,Espagne,0.162777
2009-12-01,Exportations,Espagne,0.111516
2010-01-01,Exportations,Espagne,0.024394
2010-02-01,Exportations,Espagne,0.008867
2010-03-01,Exportations,Espagne,0.01806
2010-04-01,Exportations,Espagne,0.020231
2010-05-01,Exportations,Espagne,0.06805
2010-06-01,Exportations,Espagne,0.206316
2010-07-01,Exportations,Espagne,0.169851
2010-08-01,Exportations,Espagne,0.418919
2010-09-01,Exportations,Espagne,0.215515
2010-10-01,Exportations,Espagne,0.046968
2010-11-01,Exportations,Espagne,0.075807
2010-12-01,Exportations,Espagne,0.018775
2011-01-01,Exportations,Espagne,0.075608
2011-02-01,Exportations,Espagne,0.005461
2011-03-01,Exportations,Espagne,0.035611
2011-04-01,Exportations,Espagne,0.138416
2011-05-01,Exportations,Espagne,0.225395
2011-06-01,Exportations,Espagne,0.446064
2011-07-01,Exportations,Espagne,0.527144
2011-08-01,Exportations,Espagne,0.617693
2011-09-01,Exportations,Espagne,0.40057
2011-10-01,Exportations,Espagne,0.45693
2011-11-01,Exportations,Espagne,0.114882
2011-12-01,Exportations,Espagne,0.485032
2012-01-01,Exportations,Espagne,0.76707
2012-02-01,Exportations,Espagne,0.14898
2012-03-01,Exportations,Espagne,0.490041
2012-04-01,Exportations,Espagne,0.311601
2012-05-01,Exportations,Espagne,0.433995
2012-06-01,Exportations,Espagne,0.521308
2012-07-01,Exportations,Espagne,0.520693
2012-08-01,Exportations,Espagne,0.454996
2012-09-01,Exportations,Espagne,0.235053
2012-10-01,Exportations,Espagne,0.110098
2012-11-01,Exportations,Espagne,0.165857
2012-12-01,Exportations,Espagne,0.300114
2013-01-01,Exportations,Espagne,0.382573
2013-02-01,Exportations,Espagne,0.148626
2013-03-01,Exportations,Espagne,0.007289
2013-04-01,Exportations,Espagne,0.089963
2013-05-01,Exportations,Espagne,0.618382
2013-06-01,Exportations,Espagne,0.58326
2013-07-01,Exportations,Espagne,0.52429
2013-08-01,Exportations,Espagne,0.687208
2013-09-01,Exportations,Espagne,0.478768
2013-10-01,Exportations,Espagne,0.392908
2013-11-01,Exportations,Espagne,0.109699
2013-12-01,Exportations,Espagne,0.50854
2014-01-01,Exportations,Espagne,0.178523
2014-02-01,Exportations,Espagne,0.011246
2014-03-01,Exportations,Espagne,0.193167
2014-04-01,Exportations,Espagne,0.047638
2014-05-01,Exportations,Espagne,0.7018638
2014-06-01,Exportations,Espagne,0.6689145
2014-07-01,Exportations,Espagne,0.694611
2014-08-01,Exportations,Espagne,0.8122879
2014-09-01,Exportations,Espagne,0.7554277
2014-10-01,Exportations,Espagne,0.5355328
2014-11-01,Exportations,Espagne,0.5947636
2014-12-01,Exportations,Espagne,0.490259
2015-01-01,Exportations,Espagne,0.7175758
2015-02-01,Exportations,Espagne,0.1149094
2015-03-01,Exportations,Espagne,0.3237047
2015-04-01,Exportations,Espagne,0.5489647
2015-05-01,Exportations,Espagne,0.8210033
2015-06-01,Exportations,Espagne,0.753682
2015-07-01,Exportations,Espagne,0.6811028
2015-08-01,Exportations,Espagne,0.693461
2015-09-01,Exportations,Espagne,0.4771803
2015-10-01,Exportations,Espagne,0.6480473
2015-11-01,Exportations,Espagne,1.2399837
2015-12-01,Exportations,Espagne,1.6836418
2016-01-01,Exportations,Espagne,0.8927461
2016-02-01,Exportations,Espagne,0.8645121
2016-03-01,Exportations,Espagne,0.7201365
2016-04-01,Exportations,Espagne,0.4112735
2016-05-01,Exportations,Espagne,0.8869704
2016-06-01,Exportations,Espagne,1.2035503
2016-07-01,Exportations,Espagne,1.3135422
2016-08-01,Exportations,Espagne,1.392034
2016-09-01,Exportations,Espagne,1.2630978
2016-10-01,Exportations,Espagne,0.7273827
2016-11-01,Exportations,Espagne,0.9302261
2016-12-01,Exportations,Espagne,1.3020763
2017-01-01,Exportations,Espagne,0.4834209
2017-02-01,Exportations,Espagne,0.8658631
2017-03-01,Exportations,Espagne,1.8036781
2017-04-01,Exportations,Espagne,1.5058963
2017-05-01,Exportations,Espagne,1.8553662
2017-06-01,Exportations,Espagne,1.4306136
2017-07-01,Exportations,Espagne,1.4024736
2017-08-01,Exportations,Espagne,1.7044112
2017-09-01,Exportations,Espagne,1.6348765
2017-10-01,Exportations,Espagne,1.1663573
2017-11-01,Exportations,Espagne,0.715054
2017-12-01,Exportations,Espagne,0.7483225
2018-01-01,Exportations,Espagne,1.8453493
2018-02-01,Exportations,Espagne,1.4823395
2018-03-01,Exportations,Espagne,0.2979204
2018-04-01,Exportations,Espagne,1.1799652
2018-05-01,Exportations,Espagne,1.8761065
2018-06-01,Exportations,Espagne,1.5681924
2018-07-01,Exportations,Espagne,1.7535161
2018-08-01,Exportations,Espagne,1.2788039
2018-09-01,Exportations,Espagne,1.3395479
2018-10-01,Exportations,Espagne,0.6530805
2018-11-01,Exportations,Espagne,0.5357662
2018-12-01,Exportations,Espagne,1.2597884
2019-01-01,Exportations,Espagne,0.8522787
2019-02-01,Exportations,Espagne,1.6514372
2019-03-01,Exportations,Espagne,2.0237855
2019-04-01,Exportations,Espagne,1.3343133
2019-05-01,Exportations,Espagne,1.1183437
2019-06-01,Exportations,Espagne,0.825765
2019-07-01,Exportations,Espagne,0.8078443
2019-08-01,Exportations,Espagne,1.0086432
2019-09-01,Exportations,Espagne,0.9661993
2019-10-01,Exportations,Espagne,1.1383409
2019-11-01,Exportations,Espagne,0.2898625
2019-12-01,Exportations,Espagne,0.4154732
2020-01-01,Exportations,Espagne,1.2311507
2020-02-01,Exportations,Espagne,1.2663287
2020-03-01,Exportations,Espagne,1.0748526
2020-04-01,Exportations,Espagne,1.0516909
2020-05-01,Exportations,Espagne,1.440491
2020-06-01,Exportations,Espagne,1.0490706
2020-07-01,Exportations,Espagne,0.7718632
2020-08-01,Exportations,Espagne,0.6857695
2020-09-01,Exportations,Espagne,0.2826689
2020-10-01,Exportations,Espagne,0.6723006
2020-11-01,Exportations,Espagne,0.914457
2020-12-01,Exportations,Espagne,0.5454326
2021-01-01,Exportations,Espagne,1.13354
2021-02-01,Exportations,Espagne,0.1823096
2021-03-01,Exportations,Espagne,0.8859526
2021-04-01,Exportations,Espagne,0.9322894
2021-05-01,Exportations,Espagne,1.3580664
2021-06-01,Exportations,Espagne,1.4571195
2021-07-01,Exportations,Espagne,1.45041701
2021-08-01,Exportations,Espagne,1.843947
2021-09-01,Exportations,Espagne,1.3411913
2021-10-01,Exportations,Espagne,0.9463964
2021-11-01,Exportations,Espagne,0.2296361
2021-12-01,Exportations,Espagne,0.2848604
2022-01-01,Exportations,Espagne,0.4857727
2022-02-01,Exportations,Espagne,1.1625213
2022-03-01,Exportations,Espagne,0.5552545
2022-04-01,Exportations,Espagne,0.2399819
2022-05-01,Exportations,Espagne,0.41395257
2022-06-01,Exportations,Espagne,0.29935288
2022-07-01,Exportations,Espagne,
2022-08-01,Exportations,Espagne,0.000847
2022-09-01,Exportations,Espagne,
2022-10-01,Exportations,Espagne,0.3421274
2022-11-01,Exportations,Espagne,0.2153292
2022-12-01,Exportations,Espagne,0.088755
2023-01-01,Exportations,Espagne,0.2066653
2023-02-01,Exportations,Espagne,0.288657
2023-03-01,Exportations,Espagne,0.1410555
2023-04-01,Exportations,Espagne,0.1485105
2023-05-01,Exportations,Espagne,0.5075286
2023-06-01,Exportations,Espagne,0.5453038
2023-07-01,Exportations,Espagne,1.0432552
2023-08-01,Exportations,Espagne,0.7880593
2023-09-01,Exportations,Espagne,1.0613133
2023-10-01,Exportations,Espagne,0.9085782
2023-11-01,Exportations,Espagne,0.2395598
2023-12-01,Exportations,Espagne,0.931372
2024-01-01,Exportations,Espagne,0.5808244
2024-02-01,Exportations,Espagne,0.3255628
2024-03-01,Exportations,Espagne,0.0619351
2024-04-01,Exportations,Espagne,0.20411
2024-05-01,Exportations,Espagne,0.9178524
2024-06-01,Exportations,Espagne,0.826247
2024-07-01,Exportations,Espagne,1.2078615
2024-08-01,Exportations,Espagne,1.4807662
2024-09-01,Exportations,Espagne,0.8313698
2024-10-01,Exportations,Espagne,0.7159677
2024-11-01,Exportations,Espagne,0.9558111
2024-12-01,Exportations,Espagne,1.2769237
2025-01-01,Exportations,Espagne,0.50409495
2025-02-01,Exportations,Espagne,0.30532305
2025-03-01,Exportations,Espagne,0.12583055
2025-04-01,Exportations,Espagne,0.242786925
2025-05-01,Exportations,Espagne,0.4059853
2025-06-01,Exportations,Espagne,0.707716275
2025-07-01,Exportations,Espagne,0.63347695
2025-08-01,Exportations,Espagne,1.056142925
2025-09-01,Exportations,Espagne,1.0150093
2005-01-01,Importations,Espagne,-0.001063
