date,type,frontiere,valeur
2005-01-01,Exportations,Italie,1.897476
2005-02-01,Exportations,Italie,1.656065
2005-03-01,Exportations,Italie,1.71753
2005-04-01,Exportations,Italie,1.714457
2005-05-01,Exportations,Italie,1.682246
2005-06-01,Exportations,Italie,1.606081
2005-07-01,Exportations,Italie,1.71519
2005-08-01,Exportations,Italie,1.087925
2005-09-01,Exportations,Italie,1.678949
2005-10-01,Exportations,Italie,1.901989
2005-11-01,Exportations,Italie,1.61052
2005-12-01,Exportations,Italie,1.089197
2006-01-01,Exportations,Italie,0.740641
2006-02-01,Exportations,Italie,0.759331
2006-03-01,Exportations,Italie,1.075769
2006-04-01,Exportations,Italie,1.845624
2006-05-01,Exportations,Italie,1.719449
2006-06-01,Exportations,Italie,1.674536
2006-07-01,Exportations,Italie,1.454108
2006-08-01,Exportations,Italie,1.086978
2006-09-01,Exportations,Italie,1.685072
2006-10-01,Exportations,Italie,1.896959
2006-11-01,Exportations,Italie,1.835936
2006-12-01,Exportations,Italie,1.875058
2007-01-01,Exportations,Italie,1.932844
2007-02-01,Exportations,Italie,1.740845
2007-03-01,Exportations,Italie,1.934052
2007-04-01,Exportations,Italie,1.861275
2007-05-01,Exportations,Italie,1.733882
2007-06-01,Exportations,Italie,1.675613
2007-07-01,Exportations,Italie,1.736274
2007-08-01,Exportations,Italie,1.421443
2007-09-01,Exportations,Italie,1.66883
2007-10-01,Exportations,Italie,1.64556
2007-11-01,Exportations,Italie,1.407762
2007-12-01,Exportations,Italie,1.596153
2008-01-01,Exportations,Italie,1.751627
2008-02-01,Exportations,Italie,1.636773
2008-03-01,Exportations,Italie,1.566895
2008-04-01,Exportations,Italie,1.479662
2008-05-01,Exportations,Italie,1.626612
2008-06-01,Exportations,Italie,1.060041
2008-07-01,Exportations,Italie,1.576363
2008-08-01,Exportations,Italie,1.208209
2008-09-01,Exportations,Italie,1.300212
2008-10-01,Exportations,Italie,1.200886
2008-11-01,Exportations,Italie,1.664311
2008-12-01,Exportations,Italie,1.765437
2009-01-01,Exportations,Italie,1.732081
2009-02-01,Exportations,Italie,1.735403
2009-03-01,Exportations,Italie,1.922089
2009-04-01,Exportations,Italie,1.569525
2009-05-01,Exportations,Italie,1.580385
2009-06-01,Exportations,Italie,1.514553
2009-07-01,Exportations,Italie,1.66984
2009-08-01,Exportations,Italie,1.01446
2009-09-01,Exportations,Italie,1.351287
2009-10-01,Exportations,Italie,1.160639
2009-11-01,Exportations,Italie,1.510326
2009-12-01,Exportations,Italie,1.453384
2010-01-01,Exportations,Italie,1.308117
2010-02-01,Exportations,Italie,1.627866
2010-03-01,Exportations,Italie,1.783964
2010-04-01,Exportations,Italie,1.522782
2010-05-01,Exportations,Italie,1.22915
2010-06-01,Exportations,Italie,1.465282
2010-07-01,Exportations,Italie,1.632562
2010-08-01,Exportations,Italie,0.827585
2010-09-01,Exportations,Italie,1.329286
2010-10-01,Exportations,Italie,1.311136
2010-11-01,Exportations,Italie,1.417251
2010-12-01,Exportations,Italie,0.815813
2011-01-01,Exportations,Italie,1.365954
2011-02-01,Exportations,Italie,1.630339
2011-03-01,Exportations,Italie,1.541683
2011-04-01,Exportations,Italie,1.455787
2011-05-01,Exportations,Italie,1.338563
2011-06-01,Exportations,Italie,1.267894
2011-07-01,Exportations,Italie,1.019741
2011-08-01,Exportations,Italie,0.777507
2011-09-01,Exportations,Italie,0.775514
2011-10-01,Exportations,Italie,1.636154
2011-11-01,Exportations,Italie,1.674018
2011-12-01,Exportations,Italie,1.601141
2012-01-01,Exportations,Italie,1.58118
2012-02-01,Exportations,Italie,1.279666
2012-03-01,Exportations,Italie,1.742014
2012-04-01,Exportations,Italie,1.272684
2012-05-01,Exportations,Italie,1.34149
2012-06-01,Exportations,Italie,1.207579
2012-07-01,Exportations,Italie,0.825376
2012-08-01,Exportations,Italie,0.610073
2012-09-01,Exportations,Italie,0.789579
2012-10-01,Exportations,Italie,1.622506
2012-11-01,Exportations,Italie,1.585555
2012-12-01,Exportations,Italie,1.293059
2013-01-01,Exportations,Italie,1.499131
2013-02-01,Exportations,Italie,1.545635
2013-03-01,Exportations,Italie,1.180141
2013-04-01,Exportations,Italie,1.020548
2013-05-01,Exportations,Italie,1.171801
2013-06-01,Exportations,Italie,1.28946
2013-07-01,Exportations,Italie,0.963325
2013-08-01,Exportations,Italie,0.905677
2013-09-01,Exportations,Italie,1.207016
2013-10-01,Exportations,Italie,1.795681
2013-11-01,Exportations,Italie,1.461538
2013-12-01,Exportations,Italie,1.343849
2014-01-01,Exportations,Italie,1.757376
2014-02-01,Exportations,Italie,1.818881
2014-03-01,Exportations,Italie,1.836384
2014-04-01,Exportations,Italie,1.194961
2014-05-01,Exportations,Italie,1.218898
2014-06-01,Exportations,Italie,1.365392
2014-07-01,Exportations,Italie,1.366767
2014-08-01,Exportations,Italie,1.197564
2014-09-01,Exportations,Italie,1.734303
2014-10-01,Exportations,Italie,2.272846
2014-11-01,Exportations,Italie,1.984465
2014-12-01,Exportations,Italie,1.576827
2015-01-01,Exportations,Italie,2.001905
2015-02-01,Exportations,Italie,1.821429
2015-03-01,Exportations,Italie,1.790827
2015-04-01,Exportations,Italie,1.348642
2015-05-01,Exportations,Italie,1.390543
2015-06-01,Exportations,Italie,1.458847
2015-07-01,Exportations,Italie,1.524103
2015-08-01,Exportations,Italie,1.012045
2015-09-01,Exportations,Italie,1.680347
2015-10-01,Exportations,Italie,1.566974
2015-11-01,Exportations,Italie,2.105185
2015-12-01,Exportations,Italie,2.090394
2016-01-01,Exportations,Italie,2.107813
2016-02-01,Exportations,Italie,2.07319
2016-03-01,Exportations,Italie,1.884486
2016-04-01,Exportations,Italie,1.631497
2016-05-01,Exportations,Italie,1.49369
2016-06-01,Exportations,Italie,1.391433
2016-07-01,Exportations,Italie,1.697912
2016-08-01,Exportations,Italie,0.926748
2016-09-01,Exportations,Italie,1.426877
2016-10-01,Exportations,Italie,0.946585
2016-11-01,Exportations,Italie,0.927475
2016-12-01,Exportations,Italie,0.570493
2017-01-01,Exportations,Italie,0.922017
2017-02-01,Exportations,Italie,1.803444
2017-03-01,Exportations,Italie,2.030771
2017-04-01,Exportations,Italie,1.482957
2017-05-01,Exportations,Italie,1.521469
2017-06-01,Exportations,Italie,1.458343
2017-07-01,Exportations,Italie,1.78397
2017-08-01,Exportations,Italie,1.179642
2017-09-01,Exportations,Italie,1.819085
2017-10-01,Exportations,Italie,1.716949
2017-11-01,Exportations,Italie,1.276974
2017-12-01,Exportations,Italie,1.472321
2018-01-01,Exportations,Italie,2.006569
2018-02-01,Exportations,Italie,1.773666
2018-03-01,Exportations,Italie,1.902412
2018-04-01,Exportations,Italie,1.468305
2018-05-01,Exportations,Italie,1.57617
2018-06-01,Exportations,Italie,1.731049
2018-07-01,Exportations,Italie,1.703872
2018-08-01,Exportations,Italie,0.95442
2018-09-01,Exportations,Italie,1.608742
2018-10-01,Exportations,Italie,1.319376
2018-11-01,Exportations,Italie,0.971
2018-12-01,Exportations,Italie,1.740881
2019-01-01,Exportations,Italie,1.41651
2019-02-01,Exportations,Italie,1.843766
2019-03-01,Exportations,Italie,1.841064
2019-04-01,Exportations,Italie,1.179341
2019-05-01,Exportations,Italie,1.691216
2019-06-01,Exportations,Italie,1.713614
2019-07-01,Exportations,Italie,1.933545
2019-08-01,Exportations,Italie,1.290674
2019-09-01,Exportations,Italie,1.598998
2019-10-01,Exportations,Italie,1.620586
2019-11-01,Exportations,Italie,1.225806
2019-12-01,Exportations,Italie,1.68573
2020-01-01,Exportations,Italie,1.932382
2020-02-01,Exportations,Italie,2.113984
2020-03-01,Exportations,Italie,1.787473
2020-04-01,Exportations,Italie,0.584511
2020-05-01,Exportations,Italie,0.987416
2020-06-01,Exportations,Italie,0.48784
2020-07-01,Exportations,Italie,1.228507
2020-08-01,Exportations,Italie,0.816651
2020-09-01,Exportations,Italie,0.819749
2020-10-01,Exportations,Italie,1.62037
2020-11-01,Exportations,Italie,1.959051
2020-12-01,Exportations,Italie,1.563598
2021-01-01,Exportations,Italie,1.1073101
2021-02-01,Exportations,Italie,1.530882
2021-03-01,Exportations,Italie,1.3886654
2021-04-01,Exportations,Italie,0.9667855
2021-05-01,Exportations,Italie,1.7086809
2021-06-01,Exportations,Italie,1.6188147
2021-07-01,Exportations,Italie,2.0906556
2021-08-01,Exportations,Italie,1.6712845
2021-09-01,Exportations,Italie,1.8675268
2021-10-01,Exportations,Italie,2.1427628
2021-11-01,Exportations,Italie,1.1379128
2021-12-01,Exportations,Italie,0.901339
2022-01-01,Exportations,Italie,1.0641548
2022-02-01,Exportations,Italie,1.7398592
2022-03-01,Exportations,Italie,1.1360972
2022-04-01,Exportations,Italie,1.4118682
2022-05-01,Exportations,Italie,2.0925807
2022-06-01,Exportations,Italie,1.4189743
2022-07-01,Exportations,Italie,1.7219475
2022-08-01,Exportations,Italie,0.8934105
2022-09-01,Exportations,Italie,1.6237548
2022-10-01,Exportations,Italie,2.0244108
2022-11-01,Exportations,Italie,2.0674236
2022-12-01,Exportations,Italie,1.249658
2023-01-01,Exportations,Italie,1.9446971
2023-02-01,Exportations,Italie,2.007168
2023-03-01,Exportations,Italie,1.7285537
2023-04-01,Exportations,Italie,1.8518195
2023-05-01,Exportations,Italie,1.7090657
2023-06-01,Exportations,Italie,1.1734028
2023-07-01,Exportations,Italie,1.8729141
2023-08-01,Exportations,Italie,1.3217406
2023-09-01,Exportations,Italie,1.2315018
2023-10-01,Exportations,Italie,1.7341974
2023-11-01,Exportations,Italie,1.7293868
2023-12-01,Exportations,Italie,1.8953958
2024-01-01,Exportations,Italie,2.5237451
2024-02-01,Exportations,Italie,2.6129786
2024-03-01,Exportations,Italie,1.5596625
2024-04-01,Exportations,Italie,1.0846172
2024-05-01,Exportations,Italie,1.7796099
2024-06-01,Exportations,Italie,1.4615504
2024-07-01,Exportations,Italie,2.0379063
2024-08-01,Exportations,Italie,1.8898074
2024-09-01,Exportations,Italie,1.3842951
2024-10-01,Exportations,Italie,1.6386141
2024-11-01,Exportations,Italie,2.1076836
2024-12-01,Exportations,Italie,2.26482675
2025-01-01,Exportations,Italie,2.69616785
2025-02-01,Exportations,Italie,2.2062951
2025-03-01,Exportations,Italie,2.074692775
2025-04-01,Exportations,Italie,1.756873625
2025-05-01,Exportations,Italie,2.02856535
2025-06-01,Exportations,Italie,2.2049659
2025-07-01,Exportations,Italie,2.04879665
2025-08-01,Exportations,Italie,1.6207983
2025-09-01,Exportations,Italie,1.793533975
2005-01-01,Importations,Italie,
2005-02-01,Importations,Italie,
2005-03-01,Importations,Italie,
2005-04-01,Importations,Italie,
2005-05-01,Importations,Italie,
2005-06-01,Importations,Italie,
2005-07-01,Importations,Italie,
2005-08-01,Importations,Italie,
2005-09-01,Importations,Italie,
2005-10-01,Importations,Italie,
2005-11-01,Importations,Italie,
2005-12-01,Importations,Italie,-0.003977
2006-01-01,Importations,Italie,-0.06862
2006-02-01,Importations,Italie,-0.081083
2006-03-01,Importations,Italie,-0.121586
2006-04-01,Importations,Italie,
2006-05-01,Importations,Italie,
2006-06-01,Importations,Italie,
2006-07-01,Importations,Italie,-0.001943
2006-08-01,Importations,Italie,
2006-09-01,Importations,Italie,
2006-10-01,Importations,Italie,
2006-11-01,Importations,Italie,
2006-12-01,Importations,Italie,
2007-01-01,Importations,Italie,
2007-02-01,Importations,Italie,
2007-03-01,Importations,Italie,
2007-04-01,Importations,Italie,
2007-05-01,Importations,Italie,
2007-06-01,Importations,Italie,
2007-07-01,Importations,Italie,
2007-08-01,Importations,Italie,
2007-09-01,Importations,Italie,
2007-10-01,Importations,Italie,-0.004101
2007-11-01,Importations,Italie,-8.5e-05
2007-12-01,Importations,Italie,-0.000342
2008-01-01,Importations,Italie,
2008-02-01,Importations,Italie,
2008-03-01,Importations,Italie,-0.003698
2008-04-01,Importations,Italie,-0.003384
2008-05-01,Importations,Italie,
2008-06-01,Importations,Italie,-0.026724
2008-07-01,Importations,Italie,
2008-08-01,Importations,Italie,
2008-09-01,Importations,Italie,-0.003697
2008-10-01,Importations,Italie,-0.006979
2008-11-01,Importations,Italie,
2008-12-01,Importations,Italie,
2009-01-01,Importations,Italie,-4.3e-05
2009-02-01,Importations,Italie,
2009-03-01,Importations,Italie,
2009-04-01,Importations,Italie,
2009-05-01,Importations,Italie,
2009-06-01,Importations,Italie,-0.000162
2009-07-01,Importations,Italie,
2009-08-01,Importations,Italie,
2009-09-01,Importations,Italie,
2009-10-01,Importations,Italie,-0.010917
2009-11-01,Importations,Italie,-0.011973
2009-12-01,Importations,Italie,-0.0159
2010-01-01,Importations,Italie,-0.010384
2010-02-01,Importations,Italie,
2010-03-01,Importations,Italie,-1.3e-05
2010-04-01,Importations,Italie,
2010-05-01,Importations,Italie,
2010-06-01,Importations,Italie,-0.000123
2010-07-01,Importations,Italie,
2010-08-01,Importations,Italie,
2010-09-01,Importations,Italie,
2010-10-01,Importations,Italie,-0.037273
2010-11-01,Importations,Italie,-0.01709
2010-12-01,Importations,Italie,-0.068443
2011-01-01,Importations,Italie,-0.001741
2011-02-01,Importations,Italie,
2011-03-01,Importations,Italie,
2011-04-01,Importations,Italie,
2011-05-01,Importations,Italie,
2011-06-01,Importations,Italie,
2011-07-01,Importations,Italie,
2011-08-01,Importations,Italie,
2011-09-01,Importations,Italie,
2011-10-01,Importations,Italie,
2011-11-01,Importations,Italie,
2011-12-01,Importations,Italie,
2012-01-01,Importations,Italie,
2012-02-01,Importations,Italie,-0.035916
2012-03-01,Importations,Italie,
2012-04-01,Importations,Italie,-0.001407
2012-05-01,Importations,Italie,
2012-06-01,Importations,Italie,
2012-07-01,Importations,Italie,
2012-08-01,Importations,Italie,
2012-09-01,Importations,Italie,
2012-10-01,Importations,Italie,-0.001649
2012-11-01,Importations,Italie,
2012-12-01,Importations,Italie,-0.001119
2013-01-01,Importations,Italie,
2013-02-01,Importations,Italie,-0.000119
2013-03-01,Importations,Italie,-0.009757
2013-04-01,Importations,Italie,-0.005275
2013-05-01,Importations,Italie,-0.012438
2013-06-01,Importations,Italie,-0.000411
2013-07-01,Importations,Italie,
2013-08-01,Importations,Italie,
2013-09-01,Importations,Italie,
2013-10-01,Importations,Italie,
2013-11-01,Importations,Italie,
2013-12-01,Importations,Italie,
2014-01-01,Importations,Italie,
2014-02-01,Importations,Italie,
2014-03-01,Importations,Italie,
2014-04-01,Importations,Italie,-0.007579
2014-05-01,Importations,Italie,-0.004091
2014-06-01,Importations,Italie,-0.003067
2014-07-01,Importations,Italie,
2014-08-01,Importations,Italie,-0.003434
2014-09-01,Importations,Italie,
2014-10-01,Importations,Italie,
2014-11-01,Importations,Italie,
2014-12-01,Importations,Italie,-0.001934
2015-01-01,Importations,Italie,-5.1e-05
2015-02-01,Importations,Italie,
2015-03-01,Importations,Italie,-0.000662
2015-04-01,Importations,Italie,-0.011201
2015-05-01,Importations,Italie,-0.000775
2015-06-01,Importations,Italie,-0.0001
2015-07-01,Importations,Italie,-0.001936
2015-08-01,Importations,Italie,
2015-09-01,Importations,Italie,-0.001088
2015-10-01,Importations,Italie,-0.044376
2015-11-01,Importations,Italie,
2015-12-01,Importations,Italie,
2016-01-01,Importations,Italie,-0.00017
2016-02-01,Importations,Italie,
2016-03-01,Importations,Italie,
2016-04-01,Importations,Italie,-0.012455
2016-05-01,Importations,Italie,-0.001061
2016-06-01,Importations,Italie,-0.014781
2016-07-01,Importations,Italie,-0.002834
2016-08-01,Importations,Italie,-0.022904
2016-09-01,Importations,Italie,-0.016539
2016-10-01,Importations,Italie,-0.126602
2016-11-01,Importations,Italie,-0.120692
2016-12-01,Importations,Italie,-0.226973
2017-01-01,Importations,Italie,-0.19231
2017-02-01,Importations,Italie,-0.001435
2017-03-01,Importations,Italie,-0.000939
2017-04-01,Importations,Italie,-0.023001
2017-05-01,Importations,Italie,-0.007388
2017-06-01,Importations,Italie,-0.002421
2017-07-01,Importations,Italie,-0.002464
2017-08-01,Importations,Italie,-0.000235
2017-09-01,Importations,Italie,-0.000444
2017-10-01,Importations,Italie,-0.011178
2017-11-01,Importations,Italie,-0.051087
2017-12-01,Importations,Italie,-0.021042
2018-01-01,Importations,Italie,
2018-02-01,Importations,Italie,-0.001005
2018-03-01,Importations,Italie,-0.001024
2018-04-01,Importations,Italie,-0.007468
2018-05-01,Importations,Italie,-0.000149
2018-06-01,Importations,Italie,
2018-07-01,Importations,Italie,
2018-08-01,Importations,Italie,-0.039422
2018-09-01,Importations,Italie,-0.005069
2018-10-01,Importations,Italie,-0.013792
2018-11-01,Importations,Italie,-0.140872
2018-12-01,Importations,Italie,-0.01088
2019-01-01,Importations,Italie,-0.025356
2019-02-01,Importations,Italie,-0.002155
2019-03-01,Importations,Italie,
2019-04-01,Importations,Italie,-0.003241
2019-05-01,Importations,Italie,
2019-06-01,Importations,Italie,
2019-07-01,Importations,Italie,
2019-08-01,Importations,Italie,-1.6e-05
2019-09-01,Importations,Italie,-0.002521
2019-10-01,Importations,Italie,-0.005863
2019-11-01,Importations,Italie,-0.076503
2019-12-01,Importations,Italie,-0.046591
2020-01-01,Importations,Italie,-0.013413
2020-02-01,Importations,Italie,
2020-03-01,Importations,Italie,-0.007088
2020-04-01,Importations,Italie,-0.029195
2020-05-01,Importations,Italie,-0.015009
2020-06-01,Importations,Italie,-0.145921
2020-07-01,Importations,Italie,-0.033955
2020-08-01,Importations,Italie,-0.101916
2020-09-01,Importations,Italie,-0.09427
2020-10-01,Importations,Italie,-0.006946
2020-11-01,Importations,Italie,-0.001489
2020-12-01,Importations,Italie,-0.066627
2021-01-01,Importations,Italie,-0.1406943
2021-02-01,Importations,Italie,-0.0159667
2021-03-01,Importations,Italie,-0.0122942
2021-04-01,Importations,Italie,-0.0843794
2021-05-01,Importations,Italie,-0.0220279
2021-06-01,Importations,Italie,-0.0082857
2021-07-01,Importations,Italie,
2021-08-01,Importations,Italie,-0.000713
2021-09-01,Importations,Italie,
2021-10-01,Importations,Italie,-0.0009829
2021-11-01,Importations,Italie,-0.0920089
2021-12-01,Importations,Italie,-0.1279549
2022-01-01,Importations,Italie,-0.0851316
2022-02-01,Importations,Italie,-0.003396
2022-03-01,Importations,Italie,-0.0417601
2022-04-01,Importations,Italie,-0.0772877
2022-05-01,Importations,Italie,-0.0013947
2022-06-01,Importations,Italie,-0.0065588
2022-07-01,Importations,Italie,-0.007921
2022-08-01,Importations,Italie,-0.0891212
2022-09-01,Importations,Italie,-0.0107855
2022-10-01,Importations,Italie,-0.0250197
2022-11-01,Importations,Italie,-0.0040453
2022-12-01,Importations,Italie,-0.1785445
2023-01-01,Importations,Italie,-0.0277164
2023-02-01,Importations,Italie,-0.0003521
2023-03-01,Importations,Italie,-0.0297673
2023-04-01,Importations,Italie,-0.0107381
2023-05-01,Importations,Italie,-0.0029028
2023-06-01,Importations,Italie,-0.036737
2023-07-01,Importations,Italie,-0.0013724
2023-08-01,Importations,Italie,-0.023019
2023-09-01,Importations,Italie,-0.0039263
2023-10-01,Importations,Italie,-0.0004577
2023-11-01,Importations,Italie,-0.0056436
2023-12-01,Importations,Italie,-0.019884
2024-01-01,Importations,Italie,
2024-02-01,Importations,Italie,
2024-03-01,Importations,Italie,-0.0095747
2024-04-01,Importations,Italie,-0.0285612
2024-05-01,Importations,Italie,-0.0123969
2024-06-01,Importations,Italie,-0.012752
2024-07-01,Importations,Italie,-0.000135
2024-08-01,Importations,Italie,-0.000256
2024-09-01,Importations,Italie,-0.0013172
2024-10-01,Importations,Italie,-0.0064172
2024-11-01,Importations,Italie,-0.000757
2024-12-01,Importations,Italie,-0.0031405
2025-01-01,Importations,Italie,-0.0026043
2025-02-01,Importations,Italie,-0.003292375
2025-03-01,Importations,Italie,-0.0017927
2025-04-01,Importations,Italie,-0.0124884
2025-05-01,Importations,Italie,-0.009806825
2025-06-01,Importations,Italie,-0.001403375
2025-07-01,Importations,Italie,-0.002743375
2025-08-01,Importations,Italie,-0.002063175
2025-09-01,Importations,Italie,
2005-01-01,Solde,Italie,1.897476
2005-02-01,Solde,Italie,1.656065
2005-03-01,Solde,Italie,1.71753
2005-04-01,Solde,Italie,1.714457
2005-05-01,Solde,Italie,1.682246
2005-06-01,Solde,Italie,1.606081
2005-07-01,Solde,Italie,1.71519
2005-08-01,Solde,Italie,1.087925
2005-09-01,Solde,Italie,1.678949
2005-10-01,Solde,Italie,1.901989
2005-11-01,Solde,Italie,1.61052
2005-12-01,Solde,Italie,1.08522
2006-01-01,Solde,Italie,0.672021
2006-02-01,Solde,Italie,0.678248
2006-03-01,Solde,Italie,0.954183
2006-04-01,Solde,Italie,1.845624
2006-05-01,Solde,Italie,1.719449
2006-06-01,Solde,Italie,1.674536
2006-07-01,Solde,Italie,1.452165
2006-08-01,Solde,Italie,1.086978
2006-09-01,Solde,Italie,1.685072
2006-10-01,Solde,Italie,1.896959
2006-11-01,Solde,Italie,1.835936
2006-12-01,Solde,Italie,1.875058
2007-01-01,Solde,Italie,1.932844
2007-02-01,Solde,Italie,1.740845
2007-03-01,Solde,Italie,1.934052
2007-04-01,Solde,Italie,1.861275
2007-05-01,Solde,Italie,1.733882
2007-06-01,Solde,Italie,1.675613
2007-07-01,Solde,Italie,1.736274
2007-08-01,Solde,Italie,1.421443
2007-09-01,Solde,Italie,1.66883
2007-10-01,Solde,Italie,1.641459
2007-11-01,Solde,Italie,1.407677
2007-12-01,Solde,Italie,1.595811
2008-01-01,Solde,Italie,1.751627
2008-02-01,Solde,Italie,1.636773
2008-03-01,Solde,Italie,1.563197
2008-04-01,Solde,Italie,1.476278
2008-05-01,Solde,Italie,1.626612
2008-06-01,Solde,Italie,1.033317
2008-07-01,Solde,Italie,1.576363
2008-08-01,Solde,Italie,1.208209
2008-09-01,Solde,Italie,1.296515
2008-10-01,Solde,Italie,1.193907
2008-11-01,Solde,Italie,1.664311
2008-12-01,Solde,Italie,1.765437
2009-01-01,Solde,Italie,1.732038
2009-02-01,Solde,Italie,1.735403
2009-03-01,Solde,Italie,1.922089
2009-04-01,Solde,Italie,1.569525
2009-05-01,Solde,Italie,1.580385
2009-06-01,Solde,Italie,1.514391
2009-07-01,Solde,Italie,1.66984
2009-08-01,Solde,Italie,1.01446
2009-09-01,Solde,Italie,1.351287
2009-10-01,Solde,Italie,1.149722
2009-11-01,Solde,Italie,1.498353
2009-12-01,Solde,Italie,1.437484
2010-01-01,Solde,Italie,1.297733
2010-02-01,Solde,Italie,1.627866
2010-03-01,Solde,Italie,1.783951
2010-04-01,Solde,Italie,1.522782
2010-05-01,Solde,Italie,1.22915
2010-06-01,Solde,Italie,1.465159
2010-07-01,Solde,Italie,1.632562
2010-08-01,Solde,Italie,0.827585
2010-09-01,Solde,Italie,1.329286
2010-10-01,Solde,Italie,1.273863
2010-11-01,Solde,Italie,1.400161
2010-12-01,Solde,Italie,0.74737
2011-01-01,Solde,Italie,1.364213
2011-02-01,Solde,Italie,1.630339
2011-03-01,Solde,Italie,1.541683
2011-04-01,Solde,Italie,1.455787
2011-05-01,Solde,Italie,1.338563
2011-06-01,Solde,Italie,1.267894
2011-07-01,Solde,Italie,1.019741
2011-08-01,Solde,Italie,0.777507
2011-09-01,Solde,Italie,0.775514
2011-10-01,Solde,Italie,1.636154
2011-11-01,Solde,Italie,1.674018
2011-12-01,Solde,Italie,1.601141
2012-01-01,Solde,Italie,1.58118
2012-02-01,Solde,Italie,1.24375
2012-03-01,Solde,Italie,1.742014
2012-04-01,Solde,Italie,1.271277
2012-05-01,Solde,Italie,1.34149
2012-06-01,Solde,Italie,1.207579
2012-07-01,Solde,Italie,0.825376
2012-08-01,Solde,Italie,0.610073
2012-09-01,Solde,Italie,0.789579
2012-10-01,Solde,Italie,1.620857
2012-11-01,Solde,Italie,1.585555
2012-12-01,Solde,Italie,1.29194
2013-01-01,Solde,Italie,1.499131
2013-02-01,Solde,Italie,1.545516
2013-03-01,Solde,Italie,1.170384
2013-04-01,Solde,Italie,1.015273
2013-05-01,Solde,Italie,1.159363
2013-06-01,Solde,Italie,1.289049
2013-07-01,Solde,Italie,0.963325
2013-08-01,Solde,Italie,0.905677
2013-09-01,Solde,Italie,1.207016
2013-10-01,Solde,Italie,1.795681
2013-11-01,Solde,Italie,1.461538
2013-12-01,Solde,Italie,1.343849
2014-01-01,Solde,Italie,1.757376
2014-02-01,Solde,Italie,1.818881
2014-03-01,Solde,Italie,1.836384
2014-04-01,Solde,Italie,1.187382
2014-05-01,Solde,Italie,1.214807
2014-06-01,Solde,Italie,1.362325
2014-07-01,Solde,Italie,1.366767
2014-08-01,Solde,Italie,1.19413
2014-09-01,Solde,Italie,1.734303
2014-10-01,Solde,Italie,2.272846
2014-11-01,Solde,Italie,1.984465
2014-12-01,Solde,Italie,1.574893
2015-01-01,Solde,Italie,2.001854
2015-02-01,Solde,Italie,1.821429
2015-03-01,Solde,Italie,1.790165
2015-04-01,Solde,Italie,1.337441
2015-05-01,Solde,Italie,1.389768
2015-06-01,Solde,Italie,1.458747
2015-07-01,Solde,Italie,1.522167
2015-08-01,Solde,Italie,1.012045
2015-09-01,Solde,Italie,1.679259
2015-10-01,Solde,Italie,1.522598
2015-11-01,Solde,Italie,2.105185
2015-12-01,Solde,Italie,2.090394
2016-01-01,Solde,Italie,2.107643
2016-02-01,Solde,Italie,2.07319
2016-03-01,Solde,Italie,1.884486
2016-04-01,Solde,Italie,1.619042
2016-05-01,Solde,Italie,1.492629
2016-06-01,Solde,Italie,1.376652
2016-07-01,Solde,Italie,1.695078
2016-08-01,Solde,Italie,0.903844
2016-09-01,Solde,Italie,1.410338
2016-10-01,Solde,Italie,0.819983
2016-11-01,Solde,Italie,0.806783
2016-12-01,Solde,Italie,0.34352
2017-01-01,Solde,Italie,0.729707
2017-02-01,Solde,Italie,1.802009
2017-03-01,Solde,Italie,2.029832
2017-04-01,Solde,Italie,1.459956
2017-05-01,Solde,Italie,1.514081
2017-06-01,Solde,Italie,1.455922
2017-07-01,Solde,Italie,1.781506
2017-08-01,Solde,Italie,1.179407
2017-09-01,Solde,Italie,1.818641
2017-10-01,Solde,Italie,1.705771
2017-11-01,Solde,Italie,1.225887
2017-12-01,Solde,Italie,1.451279
2018-01-01,Solde,Italie,2.006569
2018-02-01,Solde,Italie,1.772661
2018-03-01,Solde,Italie,1.901388
2018-04-01,Solde,Italie,1.460837
2018-05-01,Solde,Italie,1.576021
2018-06-01,Solde,Italie,1.731049
2018-07-01,Solde,Italie,1.703872
2018-08-01,Solde,Italie,0.914998
2018-09-01,Solde,Italie,1.603673
2018-10-01,Solde,Italie,1.305584
2018-11-01,Solde,Italie,0.830128
2018-12-01,Solde,Italie,1.730001
2019-01-01,Solde,Italie,1.391154
2019-02-01,Solde,Italie,1.841611
2019-03-01,Solde,Italie,1.841064
2019-04-01,Solde,Italie,1.1761
2019-05-01,Solde,Italie,1.691216
2019-06-01,Solde,Italie,1.713614
2019-07-01,Solde,Italie,1.933545
2019-08-01,Solde,Italie,1.290658
2019-09-01,Solde,Italie,1.596477
2019-10-01,Solde,Italie,1.614723
2019-11-01,Solde,Italie,1.149303
2019-12-01,Solde,Italie,1.639139
2020-01-01,Solde,Italie,1.918969
2020-02-01,Solde,Italie,2.113984
2020-03-01,Solde,Italie,1.780385
2020-04-01,Solde,Italie,0.555316
2020-05-01,Solde,Italie,0.972407
2020-06-01,Solde,Italie,0.341919
2020-07-01,Solde,Italie,1.194552
2020-08-01,Solde,Italie,0.714735
2020-09-01,Solde,Italie,0.725479
2020-10-01,Solde,Italie,1.613424
2020-11-01,Solde,Italie,1.957562
2020-12-01,Solde,Italie,1.496971
2021-01-01,Solde,Italie,0.9666158
2021-02-01,Solde,Italie,1.5149153
2021-03-01,Solde,Italie,1.3763712
2021-04-01,Solde,Italie,0.8824061
