year,country_code,country_fr,filiere,filiere_label,twh
2024,NLD,Pays-Bas,autre,Autre,14.599999999999998
2024,NLD,Pays-Bas,eol,Éolien,33.04
2024,NLD,Pays-Bas,fos,Fossile,56.61
2024,NLD,Pays-Bas,hyd,Hydraulique,0.1
2024,NLD,Pays-Bas,nuc,Nucléaire,3.6
2024,NLD,Pays-Bas,sol,Solaire,21.65
2024,FRA,France,nuc,Nucléaire,361.7
2024,FRA,France,hyd,Hydraulique,75.1
2024,FRA,France,fos,Fossile,20.0
2024,FRA,France,eol,Éolien,46.9
2024,FRA,France,sol,Solaire,24.8
2024,FRA,France,autre,Autre,10.5
